86.116781;55.335492;2;4326901.00;54.00;7.00;5;5
79.901011;55.876427;2;2992422.00;46.00;6.00;3;5
86.409119;53.593361;2;3578989.00;54.00;10.00;3;17
85.279779;56.566278;3;11484737.00;94.00;25.00;10;10
79.786809;52.654771;4;7477349.00;139.00;24.00;5;12
79.303942;52.606059;3;4033624.00;66.10;7.00;1;9
85.013255;56.124278;3;3693431.00;65.30;6.70;6;9
82.709756;52.467479;2;4569938.00;60.20;11.40;22;22
82.670398;56.718227;2;4908200.00;60.40;10.50;15;18
79.234749;53.428697;5;6526814.00;102.00;11.00;7;10
82.478469;56.689904;1;2237591.00;42.00;10.20;1;10
85.578465;54.425510;4;11432400.00;145.00;12.50;12;25
84.419801;55.271239;1;2237908.00;30.00;6.00;9;9
81.534850;56.563024;1;2464682.00;42.00;9.00;8;14
86.723949;56.603238;1;2487285.00;37.00;10.00;4;17
83.488883;54.586206;1;1643644.00;26.00;;14;17
78.922122;55.412166;1;1540154.00;24.00;3.00;11;17
85.390963;57.268014;2;2074648.00;38.00;5.00;12;17
85.066767;55.345505;3;2389963.00;61.00;6.00;2;5
86.079156;53.946318;2;3232025.00;47.00;8.00;6;10
84.373952;55.363810;1;1942610.00;35.00;9.00;3;19
83.904772;55.908575;2;2059859.00;43.00;6.00;3;5
78.930642;53.019332;1;2561168.00;36.00;10.00;15;21
82.318129;56.959040;1;2002026.00;41.00;7.00;11;17
80.720664;55.568216;1;2830848.00;46.00;11.00;5;16
79.554742;57.537695;1;1011492.00;19.00;;14;17
83.995616;56.205619;2;2993015.00;65.00;14.00;18;19
80.900724;54.510456;2;5211381.00;65.00;15.00;16;19
83.703538;55.042932;2;2278181.00;42.00;4.50;6;17
80.454753;57.460247;1;2463022.00;36.30;8.50;2;10
81.173395;54.879560;2;2275135.00;42.00;14.00;6;17
85.886722;52.243859;1;1773308.00;32.00;9.00;7;9
86.601926;53.543679;3;2974954.00;60.00;7.00;9;10
86.385002;53.808856;2;3555525.00;56.60;9.00;2;10
84.544090;53.237994;1;2240037.00;30.00;6.00;7;9
80.988488;53.650258;2;2116219.00;44.00;4.00;10;17
79.948704;52.659721;1;2362285.00;44.00;14.00;6;17
83.078188;57.632343;2;3673228.00;64.00;11.30;2;22
83.896977;52.185447;2;2188599.00;41.00;7.00;2;10
84.784336;53.133152;3;2552318.00;64.50;7.40;1;9
79.006654;55.080702;1;3617115.00;48.00;16.00;11;26
80.064804;56.586179;1;2617359.00;53.00;16.00;6;10
85.713169;57.135623;1;2231732.00;44.00;14.00;10;17
79.542127;54.452255;3;4949497.00;82.40;10.00;9;16
86.418841;55.199068;2;2416439.00;61.00;4.10;4;15
84.605307;53.497970;1;3196035.00;45.90;12.00;7;25
86.245074;57.232961;2;2275609.00;62.00;14.50;5;15
83.675914;53.266687;2;2604566.00;67.00;14.50;8;15
80.572640;56.568712;1;2550290.00;41.00;11.00;13;14
80.234346;53.341122;1;2260571.00;35.00;9.00;2;10
79.289425;54.810937;1;1326985.00;31.00;6.00;4;5
86.389480;55.704433;3;2844385.00;57.00;6.00;5;5
85.082729;54.463958;2;5823967.00;78.00;25.00;7;14
80.046525;55.905307;1;1477286.00;24.00;4.00;13;18
87.046369;57.176564;2;5662075.00;74.59;15.00;4;25
82.394058;56.623366;1;4302193.00;40.00;0.00;6;16
81.611842;55.198070;3;3392936.00;59.00;0.00;4;5
82.972385;57.192911;1;4177521.00;40.00;;6;16
84.028575;52.696666;3;7595513.00;95.00;17.00;4;10
79.642101;54.240491;3;8158407.00;95.00;17.00;4;10
85.409654;57.089764;1;1810693.00;33.00;5.00;10;10
85.711041;54.320450;1;1361159.00;41.36;10.58;2;10
84.429452;54.640519;3;2036314.00;55.70;6.00;5;5
79.787309;54.292228;1;1143887.00;20.00;0.00;14;17
83.027120;55.755744;1;1941718.00;36.70;;1;17
82.261091;52.730962;3;2469122.00;58.00;6.00;3;9
83.443799;52.771024;2;2480576.00;55.80;9.30;4;10
79.258605;54.279551;1;874572.00;22.00;;17;17
79.877752;55.423935;3;4869748.00;59.00;;2;5
84.997827;56.401077;1;2139097.00;30.00;;6;16
80.386261;52.960475;1;2003032.00;37.13;;9;10
86.357295;53.337580;3;2969097.00;61.00;7.00;1;9
84.096062;53.318870;1;2286126.00;32.00;6.00;1;5
86.795093;53.930523;1;2715343.00;37.00;8.00;8;10
79.989310;54.899715;2;1965278.00;43.60;7.00;1;5
85.294519;55.819776;1;1754661.00;22.20;1.00;5;9
84.451217;57.244210;2;3171760.00;44.00;7.00;1;9
80.942931;56.033754;1;5681360.00;58.00;13.00;4;12
84.681351;56.623421;3;3342087.00;65.20;9.00;4;10
83.849136;54.001873;1;1730201.00;32.00;6.00;3;5
81.914778;55.195708;2;2300386.00;46.00;;1;5
79.062522;53.155849;3;4467718.00;68.80;8.30;7;17
85.828856;56.835022;1;2312932.00;41.70;;4;19
86.808284;55.431810;1;1742207.00;38.40;7.16;1;17
84.508708;57.447776;1;1487022.00;30.00;6.00;3;10
85.906731;52.356681;1;1258268.00;22.00;;9;10
84.129770;57.655059;3;2926760.00;57.50;7.20;3;5
83.824459;56.303825;1;1943663.00;24.00;3.00;5;10
85.019968;56.847760;2;3174949.00;44.00;5.30;4;5
84.991647;54.011268;3;4123226.00;70.00;16.00;10;10
79.955033;52.591801;1;1815614.00;33.00;;5;10
81.140498;54.780967;1;1811952.00;32.00;7.00;5;9
79.242290;55.716210;1;2130361.00;39.00;3.00;7;10
83.213919;53.362488;1;2177417.00;30.00;5.00;2;9
81.296404;52.465801;4;25899049.00;147.30;;3;16
86.102501;54.753405;1;1176968.00;39.00;;1;10
86.071397;55.142798;2;3226448.00;44.00;7.00;1;9
83.938715;53.861680;3;10885323.00;104.00;;3;10
81.707513;55.291604;1;1975215.00;32.00;6.00;2;5
84.368082;56.385149;4;6893600.00;117.70;;5;5
85.629773;52.814895;1;1396736.00;42.00;17.00;9;10
86.570874;57.394738;3;6552135.00;105.30;;5;5
80.618905;57.363189;1;2226938.00;36.29;8.50;2;10
80.229551;54.138231;2;1186361.00;37.00;10.00;2;3
81.907037;54.075276;2;7347044.00;65.80;11.60;9;10
80.011632;56.314544;2;4173307.00;65.30;;4;5
87.154502;55.306692;5;882177.00;20.00;;5;17
85.670557;54.564476;1;3207512.00;50.00;15.00;12;25
83.713123;56.547114;4;10748552.00;145.00;17.50;12;25
81.448147;54.161571;2;2665504.00;52.30;7.90;4;9
83.930244;56.271885;2;2611002.00;56.17;9.09;12;17
81.884262;56.409308;2;2528974.00;46.30;6.00;3;5
84.653303;52.895820;2;2920967.00;43.00;12.00;9;10
79.913744;52.665305;2;2398723.00;46.00;6.90;7;9
80.973995;53.472843;1;1813987.00;33.00;9.00;7;12
82.452019;54.110561;2;1802193.00;40.50;5.80;1;3
80.498881;56.847268;2;4133609.00;54.40;6.80;2;9
79.632463;53.967442;2;2821007.00;51.78;8.60;9;16
86.673521;53.632734;2;2645399.00;76.00;14.00;2;10
86.808826;54.061378;1;2056791.00;32.00;6.00;5;5
84.760949;54.688153;2;2206484.00;41.50;7.00;2;9
86.787106;53.629565;2;2360179.00;54.00;9.00;3;5
84.785410;57.090873;2;4830397.00;54.80;10.30;4;10
79.537760;55.706676;1;1189497.00;27.00;4.00;4;17
83.519232;55.513103;1;1527530.00;34.06;;5;10
79.277931;57.427932;2;4090448.00;55.40;8.90;13;17
86.222533;53.456715;2;2457301.00;45.00;6.00;2;5
80.981137;57.661473;1;2696051.00;39.80;11.43;15;19
79.177699;56.235143;3;5368805.00;74.00;13.00;3;10
84.956576;55.499581;2;3008581.00;40.80;5.70;3;5
86.832967;56.059368;2;2378399.00;48.00;7.10;4;9
83.070181;57.528553;2;3015294.00;64.00;10.80;10;10
81.114747;56.064241;2;2133943.00;44.00;6.00;4;4
86.045303;55.541032;2;2519936.00;45.00;6.00;5;5
86.678052;54.170283;1;1155942.00;21.00;;7;10
81.115645;56.488664;1;3049947.00;37.00;8.00;5;15
80.705625;52.945588;3;5687407.00;81.00;16.00;9;10
81.227505;55.373288;1;1966959.00;31.00;6.00;2;2
81.540575;57.041541;1;1871242.00;36.00;9.00;7;10
79.605904;55.418407;1;3516165.00;48.00;17.00;4;25
86.309824;56.422559;2;2563646.00;50.00;;9;9
78.810415;55.831958;2;2727343.00;50.00;0.00;9;9
82.192699;53.524443;1;1172476.00;13.00;2.00;1;5
86.132767;56.230706;3;2281971.00;61.00;0.00;2;5
81.650754;53.865662;2;3001294.00;44.00;0.00;4;5
84.663173;57.362502;3;2962710.00;69.00;;5;6
83.937639;57.372585;3;3208498.00;69.00;0.00;5;6
80.545011;57.369672;2;3435125.00;44.00;0.00;6;10
81.974616;53.970848;2;3686370.00;44.00;;6;10
81.421088;57.280115;1;2012262.00;38.00;0.00;1;9
80.191935;57.116977;1;2211399.00;30.00;6.00;3;5
84.315012;54.941950;2;3225636.00;46.00;0.00;4;5
81.958199;56.494922;3;8136325.00;96.00;0.00;14;17
85.502799;55.265381;2;3575061.00;45.00;0.00;3;10
82.926729;54.863280;1;2512058.00;31.00;0.00;3;9
86.441665;56.478547;2;3007226.00;48.00;0.00;2;5
84.688176;55.095902;2;2161082.00;80.00;0.00;7;11
83.071328;57.350738;3;4472570.00;74.00;0.00;3;10
84.585557;56.146801;3;4749645.00;74.00;;3;10
86.994817;55.109049;3;4870214.00;65.00;9.00;4;11
81.062638;53.733849;1;2047339.00;35.00;0.00;10;10
84.472779;57.182906;2;2141382.00;80.00;0.00;7;11
82.615437;57.599354;1;2937256.00;32.00;0.00;16;25
87.205725;55.872337;1;1346496.00;30.00;0.00;7;9
85.648582;53.098833;1;2965962.00;37.00;0.00;8;16
83.932194;52.739965;1;1094954.00;21.00;0.00;11;17
79.516078;55.577086;3;2406020.00;59.00;0.00;6;6
84.866627;53.252034;1;1332853.00;34.00;5.00;3;10
81.014437;56.407841;4;4315064.00;80.00;9.00;6;10
84.708426;52.792010;2;2609093.00;52.00;9.00;10;10
81.380773;56.953532;4;2913246.00;61.00;0.00;1;9
81.843259;56.142304;1;1862434.00;28.00;0.00;13;17
83.336282;52.254943;2;2950305.00;47.00;8.40;2;9
86.629099;53.270433;1;1642691.00;25.00;;10;17
81.800633;57.575611;1;1565201.00;25.00;0.00;10;17
80.461372;53.934941;1;2538644.00;32.00;7.00;6;9
86.854647;52.347853;2;2907113.00;64.00;11.00;5;17
82.450126;56.835391;2;2657716.00;44.00;6.00;2;5
80.470307;55.806620;1;1151604.00;20.00;0.00;12;17
79.403871;55.514899;1;1759997.00;29.00;6.00;2;5
86.698244;56.237713;1;3268131.00;33.00;4.00;15;25
80.853445;54.368379;3;4185174.00;64.00;0.00;16;17
84.239997;52.392079;3;3209141.00;60.00;0.00;8;9
82.052898;52.526809;3;4126021.00;66.00;0.00;9;10
84.179930;55.806168;1;1921451.00;33.00;7.00;2;9
83.505344;57.124755;2;5231682.00;51.00;;4;10
84.775725;53.179129;2;5441504.00;51.00;0.00;4;10
85.353288;57.059871;2;4330006.00;61.00;0.00;2;10
79.352788;57.308754;1;2976558.00;47.00;;1;10
82.445694;52.698477;1;2940671.00;47.00;0.00;1;10
83.875011;54.588350;2;2474704.00;45.00;0.00;3;5
80.141449;52.935976;1;3627952.00;36.00;0.00;5;14
83.540407;53.213830;1;2474175.00;36.00;9.00;8;17
82.697640;55.693627;2;3740929.00;45.00;0.00;6;12
84.042628;54.749339;3;3708569.00;61.00;0.00;2;5
84.770158;56.450130;3;3783846.00;61.00;;2;5
85.052299;53.375538;3;3149218.00;78.09;8.10;6;9
84.356742;56.400872;1;1846509.00;24.00;;4;10
79.579903;53.960080;2;2142010.00;39.00;;6;17
83.071833;54.525513;3;12382791.00;90.00;;10;16
80.298513;53.576952;3;4383614.00;109.63;12.52;16;17
81.907805;53.457661;1;1370512.00;22.00;;17;17
